,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,Agency_size,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
812,29,male,united kingdom,NA,no,no,yes,sometimes,Medium,no,yes,no,no,no,no,not sure,somewhat difficult,no,no,yes,yes,no,not sure,no,no
813,35,male,united states of america,Missouri,no,no,yes,often,Small,no,no,no,no,no,no,yes,very difficult,yes,no,yes,yes,no,yes,no,yes
814,28,male,united states of america,Nevada,no,no,yes,never,Small,yes,yes,no,yes,no,no,not sure,not sure,not sure,not sure,yes,yes,no,no,not sure,no
815,36,female,united kingdom,NA,yes,no,no,sometimes,Small,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,not sure,no,yes,no,no,no,not sure,no
816,39,female,united states of america,Washington,no,no,no,sometimes,Small,no,yes,not sure,not sure,no,not sure,not sure,not sure,yes,no,no,no,no,yes,not sure,no
817,39,male,united states of america,Florida,no,yes,yes,sometimes,Medium,no,yes,yes,yes,yes,yes,yes,very difficult,not sure,no,yes,yes,no,no,not sure,no
818,44,male,united states of america,NA,yes,yes,yes,sometimes,Small,yes,yes,no,yes,no,no,no,very easy,yes,yes,yes,no,no,no,yes,no
819,26,non-binary,germany,NA,yes,no,yes,sometimes,Small,yes,yes,no,not sure,yes,yes,yes,very easy,no,no,yes,yes,not sure,not sure,yes,no
820,35,male,denmark,NA,yes,yes,yes,often,Small,no,yes,no,yes,yes,no,not sure,somewhat easy,no,no,yes,yes,not sure,yes,yes,no
821,40,female,united states of america,Washington,no,yes,yes,sometimes,Medium,no,no,yes,not sure,yes,not sure,not sure,not sure,yes,not sure,yes,no,no,no,not sure,no
822,35,male,denmark,NA,yes,yes,yes,often,Small,no,yes,no,yes,yes,no,not sure,somewhat easy,no,no,yes,yes,not sure,yes,yes,no
823,38,male,united states of america,Illinois,no,no,no,never,Big,yes,yes,no,yes,no,no,no,very difficult,yes,yes,no,no,no,no,not sure,no
824,34,male,united states of america,Florida,no,no,no,NA,Big,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,yes,no,not sure,yes,no
825,43,male,united states of america,Massachusetts,no,no,no,NA,Big,no,yes,yes,no,yes,yes,not sure,not sure,no,no,yes,yes,no,not sure,not sure,no
826,48,female,united states of america,California,no,yes,no,often,Small,no,yes,not sure,no,no,no,no,very difficult,yes,yes,no,yes,no,no,no,yes
827,20,male,united states of america,Washington,no,no,no,never,Small,no,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,yes,not sure,not sure,yes,no
828,40,male,united states of america,Michigan,yes,no,no,sometimes,Small,yes,yes,not sure,not sure,no,no,not sure,somewhat easy,yes,not sure,yes,no,no,no,not sure,no
829,29,female,united kingdom,NA,no,no,yes,rarely,Small,no,yes,not sure,no,no,no,not sure,not sure,not sure,no,yes,no,no,not sure,not sure,no
830,35,male,united states of america,Michigan,no,yes,yes,sometimes,Small,no,no,no,yes,no,no,yes,not sure,no,no,yes,yes,no,no,yes,no
831,29,male,united states of america,Wisconsin,no,yes,no,sometimes,Big,yes,no,yes,yes,no,yes,yes,very easy,not sure,no,yes,no,no,no,yes,no
832,40,male,united states of america,California,no,no,no,never,Medium,no,yes,yes,not sure,no,not sure,not sure,not sure,not sure,no,yes,yes,no,not sure,not sure,no
833,29,male,sweden,NA,no,no,yes,rarely,Small,no,yes,no,yes,no,no,yes,very easy,no,no,yes,yes,no,no,yes,no
834,29,female,united states of america,California,no,yes,yes,rarely,Medium,no,yes,yes,not sure,not sure,no,not sure,not sure,no,no,yes,yes,no,not sure,not sure,no
835,34,male,united states of america,Texas,no,no,yes,sometimes,Small,no,yes,no,no,no,no,not sure,not sure,yes,no,no,no,no,yes,not sure,no
836,44,male,united kingdom,NA,no,yes,yes,sometimes,Medium,no,no,not sure,no,no,no,not sure,somewhat difficult,not sure,no,yes,yes,no,not sure,no,yes
837,24,female,united states of america,New York,no,yes,yes,often,Small,no,yes,yes,yes,no,no,yes,very easy,no,no,yes,yes,no,yes,no,yes
838,47,female,united states of america,Pennsylvania,no,no,no,NA,Medium,yes,yes,not sure,no,no,not sure,not sure,very difficult,yes,yes,no,no,no,no,no,no
839,43,male,united kingdom,NA,no,yes,no,NA,Big,no,no,not sure,no,no,no,not sure,very easy,not sure,no,yes,yes,no,not sure,not sure,no
840,36,male,united states of america,Pennsylvania,no,no,no,rarely,Big,no,yes,yes,yes,yes,yes,yes,somewhat difficult,no,no,yes,yes,no,no,no,no
841,43,male,united states of america,Georgia,no,no,yes,sometimes,Big,no,no,not sure,no,no,not sure,not sure,very difficult,not sure,no,yes,yes,no,no,not sure,no
842,36,male,united kingdom,NA,yes,no,no,sometimes,Small,yes,yes,no,no,no,no,not sure,somewhat difficult,no,no,yes,yes,no,not sure,not sure,yes
843,31,female,united states of america,New York,no,yes,yes,sometimes,Medium,no,yes,yes,yes,no,no,not sure,somewhat difficult,no,no,yes,yes,not sure,not sure,not sure,no
844,35,male,united states of america,California,no,no,no,sometimes,Big,no,yes,not sure,not sure,yes,not sure,not sure,not sure,not sure,no,yes,no,no,no,not sure,no
845,33,male,united states of america,Tennessee,no,yes,no,NA,Small,no,no,yes,no,no,no,yes,somewhat difficult,no,no,yes,yes,no,no,not sure,no
846,37,male,italy,NA,no,no,no,sometimes,Small,no,yes,not sure,not sure,not sure,not sure,not sure,not sure,yes,yes,yes,no,no,no,no,no
847,34,male,united states of america,Tennessee,no,no,yes,sometimes,Medium,no,yes,not sure,no,yes,not sure,yes,not sure,not sure,no,yes,no,no,no,not sure,no
848,36,male,netherlands,NA,yes,no,yes,sometimes,Small,no,yes,no,no,no,no,not sure,very easy,no,no,yes,no,no,no,yes,no
849,40,male,united states of america,Tennessee,yes,yes,yes,sometimes,Small,yes,yes,no,yes,no,no,yes,very easy,no,no,yes,yes,no,no,yes,no
850,40,male,united states of america,Illinois,no,no,no,rarely,Big,no,yes,yes,yes,yes,yes,yes,not sure,no,no,yes,yes,no,not sure,not sure,no
851,42,male,united states of america,Wisconsin,no,no,yes,sometimes,Small,yes,yes,no,yes,no,no,not sure,somewhat easy,not sure,no,no,no,no,not sure,not sure,no
852,23,male,united states of america,Kentucky,no,yes,no,NA,Small,yes,yes,yes,yes,no,not sure,yes,not sure,not sure,no,no,yes,no,no,not sure,no
853,21,male,united kingdom,NA,no,yes,no,never,Small,no,no,no,no,no,no,yes,somewhat easy,not sure,no,yes,yes,no,not sure,not sure,no
854,26,male,canada,NA,no,no,no,sometimes,Small,yes,yes,no,no,no,no,not sure,very difficult,yes,not sure,yes,yes,no,not sure,not sure,no
855,31,male,united states of america,NA,no,yes,no,NA,Small,no,yes,not sure,not sure,no,no,not sure,not sure,not sure,no,yes,yes,no,no,not sure,no
856,25,male,united states of america,California,no,yes,no,NA,Big,no,yes,yes,yes,yes,yes,yes,very easy,no,no,yes,yes,not sure,yes,yes,no
857,51,male,united states of america,Minnesota,no,no,no,never,Big,yes,yes,yes,yes,yes,yes,yes,very easy,no,no,yes,yes,no,no,yes,no
858,24,male,united states of america,Tennessee,no,no,no,NA,Small,no,yes,not sure,not sure,not sure,no,yes,somewhat easy,no,no,yes,yes,no,not sure,not sure,no
859,33,male,united states of america,Minnesota,no,no,no,NA,Medium,no,yes,no,no,no,no,not sure,not sure,not sure,no,yes,yes,no,no,no,no
860,32,male,united kingdom,NA,no,yes,yes,rarely,Small,no,no,no,no,no,no,no,not sure,yes,not sure,yes,no,no,no,no,no
861,32,male,united kingdom,NA,no,yes,yes,rarely,Small,no,no,no,no,no,no,no,not sure,yes,not sure,yes,no,no,no,no,no
862,26,male,united kingdom,NA,yes,no,yes,rarely,Small,yes,yes,no,not sure,not sure,not sure,not sure,somewhat difficult,no,no,yes,yes,not sure,not sure,yes,no
863,23,male,united states of america,Illinois,no,no,no,never,Medium,no,no,not sure,no,not sure,not sure,not sure,not sure,not sure,no,yes,yes,not sure,not sure,not sure,no
864,33,male,united states of america,Tennessee,no,yes,yes,often,Small,yes,yes,no,yes,no,no,not sure,very difficult,yes,no,yes,yes,no,not sure,no,no
865,46,male,united states of america,Illinois,no,no,yes,rarely,Big,no,no,yes,yes,yes,yes,yes,somewhat easy,yes,not sure,no,no,no,not sure,yes,no
866,34,male,united kingdom,NA,no,no,no,NA,Small,yes,yes,no,no,no,no,no,somewhat difficult,yes,not sure,no,no,no,yes,no,yes
867,35,male,united states of america,District of Columbia,no,yes,yes,sometimes,Small,no,yes,yes,yes,no,no,not sure,somewhat easy,not sure,not sure,yes,yes,no,no,not sure,no
868,39,male,united states of america,Kansas,no,no,no,NA,Small,yes,yes,no,yes,no,no,not sure,very difficult,not sure,not sure,yes,yes,not sure,not sure,no,no
869,32,male,germany,NA,yes,no,no,sometimes,Small,yes,yes,no,yes,no,no,yes,somewhat easy,no,no,yes,yes,not sure,not sure,no,no
870,43,male,mexico,NA,yes,no,no,NA,Big,yes,yes,not sure,no,no,not sure,not sure,not sure,no,no,yes,yes,no,not sure,not sure,no
871,56,male,united states of america,California,no,no,yes,rarely,Big,yes,yes,yes,yes,not sure,yes,yes,somewhat easy,no,no,yes,yes,yes,yes,yes,no
872,32,female,united kingdom,NA,no,yes,yes,sometimes,Medium,no,yes,not sure,no,no,no,not sure,somewhat difficult,not sure,no,yes,yes,no,yes,not sure,yes
873,41,male,united kingdom,NA,no,no,no,NA,Small,no,no,yes,yes,yes,yes,yes,not sure,not sure,not sure,yes,yes,no,yes,no,yes
874,39,male,united states of america,Tennessee,no,no,no,NA,Big,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,yes,no,no,not sure,no
875,37,male,united states of america,Oklahoma,no,yes,no,NA,Medium,no,no,yes,yes,no,no,yes,very easy,not sure,no,no,no,no,no,no,no
876,30,male,united states of america,California,yes,yes,yes,sometimes,Small,yes,yes,not sure,not sure,no,not sure,not sure,very difficult,yes,no,no,no,no,not sure,not sure,no
877,31,male,united states of america,Tennessee,no,no,no,NA,Small,no,yes,yes,no,yes,no,yes,somewhat easy,not sure,no,yes,yes,no,not sure,no,no
878,29,male,united states of america,Texas,no,no,no,NA,Big,no,no,not sure,not sure,no,not sure,not sure,not sure,not sure,no,no,yes,no,not sure,not sure,no
879,23,female,united kingdom,NA,no,yes,no,never,Big,no,no,no,no,no,yes,not sure,somewhat easy,yes,not sure,no,no,no,not sure,not sure,no
880,31,male,united states of america,Colorado,no,no,yes,never,Small,no,yes,yes,yes,no,not sure,yes,very easy,not sure,no,no,no,no,no,not sure,no
881,29,male,united states of america,Tennessee,no,yes,yes,sometimes,Small,no,yes,not sure,not sure,not sure,not sure,not sure,not sure,not sure,no,yes,yes,no,no,yes,no
882,30,male,united states of america,Georgia,no,no,no,never,Small,yes,yes,yes,yes,not sure,not sure,yes,very easy,no,no,yes,yes,not sure,not sure,yes,no
883,37,male,united states of america,Tennessee,no,no,no,never,Medium,yes,yes,yes,no,yes,not sure,not sure,not sure,not sure,no,yes,yes,no,no,yes,yes
884,36,male,united states of america,Virginia,yes,no,no,never,Small,no,yes,yes,no,no,not sure,not sure,somewhat difficult,no,no,yes,yes,yes,yes,yes,no
885,35,male,united states of america,Tennessee,no,yes,yes,sometimes,Small,yes,yes,yes,yes,no,not sure,not sure,not sure,not sure,not sure,yes,no,no,not sure,no,no
886,41,male,united states of america,District of Columbia,no,yes,no,never,Medium,yes,no,not sure,no,no,no,not sure,not sure,not sure,no,no,no,no,no,not sure,no
887,31,male,united kingdom,NA,no,no,yes,rarely,Small,no,yes,not sure,not sure,no,no,not sure,not sure,no,no,yes,yes,no,no,not sure,no
888,38,male,united kingdom,NA,no,yes,no,NA,Medium,no,no,yes,yes,yes,yes,not sure,somewhat easy,no,no,yes,yes,no,not sure,no,no
889,26,male,india,NA,yes,no,no,NA,Medium,no,yes,no,no,no,no,yes,very easy,no,no,yes,yes,no,no,yes,no
890,39,male,united states of america,Tennessee,no,yes,no,sometimes,Big,no,yes,yes,no,yes,yes,not sure,not sure,not sure,not sure,yes,yes,not sure,not sure,not sure,yes
891,42,male,united states of america,Virginia,yes,yes,no,sometimes,Small,yes,no,yes,not sure,not sure,yes,not sure,not sure,not sure,not sure,yes,no,no,not sure,not sure,no
892,32,male,united states of america,Tennessee,yes,yes,yes,rarely,Small,yes,yes,no,yes,no,no,not sure,very difficult,yes,no,yes,no,no,not sure,not sure,no
893,29,male,united states of america,Tennessee,no,yes,no,NA,Medium,no,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,yes,no,no,not sure,no
894,30,male,united states of america,Tennessee,no,yes,no,never,Medium,no,yes,yes,no,not sure,yes,not sure,very difficult,yes,yes,yes,no,not sure,not sure,no,no
895,40,male,united states of america,Tennessee,no,yes,yes,often,Medium,yes,yes,not sure,not sure,no,not sure,not sure,not sure,not sure,not sure,yes,yes,no,yes,not sure,no
896,51,male,united states of america,Tennessee,no,no,no,NA,Medium,no,no,not sure,not sure,no,not sure,not sure,somewhat difficult,no,no,yes,yes,no,no,not sure,no
897,33,male,united states of america,Indiana,no,no,no,never,Big,no,yes,yes,yes,yes,yes,yes,somewhat easy,no,no,yes,yes,no,no,yes,no
898,34,male,germany,NA,yes,no,yes,sometimes,Small,yes,yes,no,not sure,no,no,yes,somewhat difficult,not sure,not sure,yes,yes,no,no,not sure,no
899,50,male,united states of america,Virginia,yes,no,no,never,Small,yes,yes,no,yes,no,no,yes,somewhat easy,no,no,yes,yes,no,not sure,yes,no
900,24,male,united states of america,Texas,no,no,no,sometimes,Small,yes,yes,not sure,no,no,not sure,not sure,somewhat easy,no,no,yes,yes,no,not sure,no,no
901,25,male,united states of america,Texas,no,yes,yes,rarely,Small,no,no,no,no,no,no,not sure,not sure,yes,not sure,no,no,no,not sure,no,no
902,43,male,united kingdom,NA,no,yes,yes,rarely,Small,no,yes,no,no,no,no,not sure,very difficult,yes,yes,yes,no,no,no,no,yes
903,25,female,united states of america,California,yes,no,yes,often,Small,no,yes,yes,yes,yes,yes,yes,very easy,not sure,not sure,yes,yes,no,no,yes,yes
904,24,male,united kingdom,NA,yes,no,no,NA,Small,yes,yes,no,yes,no,no,yes,very easy,no,no,no,no,no,not sure,yes,no
905,51,male,united states of america,Colorado,yes,no,no,never,Small,no,yes,no,yes,no,no,yes,somewhat difficult,no,no,yes,yes,not sure,not sure,not sure,no
906,49,male,united states of america,Oregon,no,yes,yes,sometimes,Big,no,yes,yes,yes,no,yes,yes,somewhat difficult,yes,not sure,no,no,no,not sure,no,yes
907,30,male,united states of america,Oklahoma,no,no,no,NA,Big,yes,yes,yes,no,yes,yes,not sure,not sure,yes,not sure,no,no,no,no,not sure,no
908,25,female,united states of america,Ohio,no,yes,yes,sometimes,Big,no,yes,yes,yes,yes,no,not sure,not sure,yes,yes,no,no,no,no,no,no
909,36,male,united states of america,Tennessee,no,no,yes,rarely,Medium,yes,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,no,no,no,no,not sure,not sure,no
910,48,male,united states of america,Virginia,no,no,yes,never,Big,no,yes,yes,yes,yes,yes,yes,not sure,not sure,not sure,yes,yes,no,not sure,yes,yes
911,48,male,australia,NA,no,no,yes,sometimes,Small,no,yes,no,no,no,no,not sure,somewhat easy,yes,no,yes,no,no,not sure,no,yes
912,53,male,united states of america,Oregon,no,no,yes,rarely,Small,yes,yes,yes,yes,no,yes,not sure,not sure,not sure,not sure,yes,no,no,no,not sure,no
913,24,female,united kingdom,NA,no,yes,yes,often,Small,yes,yes,no,no,no,no,not sure,very easy,no,no,yes,yes,no,no,not sure,no
914,33,male,united states of america,Oregon,no,yes,yes,sometimes,Small,no,yes,not sure,yes,no,yes,not sure,somewhat easy,no,no,yes,yes,no,no,not sure,no
915,25,female,canada,NA,no,yes,yes,sometimes,Small,no,yes,yes,yes,no,no,yes,somewhat easy,no,no,yes,yes,no,no,not sure,no
916,30,male,united kingdom,NA,no,no,yes,sometimes,Small,no,yes,no,no,no,no,not sure,somewhat difficult,yes,not sure,yes,no,no,not sure,no,no
917,30,male,united states of america,Pennsylvania,yes,no,no,never,Small,yes,yes,no,yes,no,no,yes,somewhat easy,not sure,not sure,yes,yes,not sure,not sure,not sure,no
918,34,male,united kingdom,NA,yes,no,yes,sometimes,Small,yes,yes,no,no,no,no,yes,somewhat difficult,no,no,yes,yes,no,no,yes,no
919,31,male,united states of america,South Carolina,no,no,no,NA,Big,yes,yes,yes,yes,yes,yes,yes,very easy,no,no,yes,yes,not sure,yes,yes,no
920,22,female,united states of america,California,no,yes,yes,often,Big,no,yes,not sure,not sure,no,not sure,not sure,not sure,yes,yes,no,no,no,no,not sure,no
921,28,male,united states of america,Tennessee,no,yes,no,sometimes,Small,no,yes,not sure,not sure,no,not sure,not sure,somewhat easy,no,no,yes,yes,no,yes,not sure,no
922,35,male,united states of america,Utah,no,yes,yes,rarely,Small,no,no,yes,yes,no,yes,yes,somewhat difficult,not sure,no,yes,yes,no,no,no,no
923,28,male,united states of america,California,no,yes,yes,sometimes,Small,no,no,yes,no,no,no,not sure,not sure,not sure,not sure,yes,yes,no,no,yes,no
924,42,male,new zealand,NA,no,no,yes,sometimes,Big,no,no,no,yes,not sure,no,yes,somewhat difficult,yes,not sure,yes,yes,no,yes,no,yes
925,33,male,united states of america,Missouri,no,yes,no,NA,Medium,no,yes,yes,no,not sure,not sure,not sure,very easy,no,no,yes,yes,yes,yes,yes,no
926,29,male,united states of america,California,no,no,no,sometimes,Big,no,yes,yes,no,yes,no,not sure,not sure,yes,not sure,no,no,no,no,not sure,no
927,43,male,united states of america,NA,no,yes,no,sometimes,Medium,no,no,yes,not sure,no,not sure,not sure,not sure,not sure,no,no,yes,no,not sure,no,no
928,29,male,united states of america,New York,no,no,no,NA,Small,no,yes,yes,yes,yes,yes,not sure,somewhat easy,no,no,yes,yes,not sure,not sure,yes,no
929,25,male,united states of america,Texas,no,no,no,NA,Medium,yes,yes,yes,no,no,no,yes,not sure,no,no,yes,yes,not sure,not sure,not sure,no
930,31,male,united states of america,Missouri,no,yes,no,never,Medium,no,yes,not sure,no,not sure,not sure,not sure,very easy,no,no,yes,yes,no,no,not sure,no
931,35,female,united states of america,Georgia,no,yes,yes,sometimes,Small,no,no,yes,not sure,yes,yes,yes,somewhat difficult,not sure,not sure,yes,yes,no,not sure,yes,no
932,34,male,united states of america,Texas,no,no,no,often,Small,no,yes,not sure,no,no,yes,not sure,very easy,no,no,yes,yes,no,not sure,yes,no
933,43,male,united states of america,Washington,no,no,yes,sometimes,Medium,yes,yes,yes,yes,no,yes,yes,very difficult,yes,not sure,yes,no,no,not sure,no,yes
934,38,male,united states of america,Washington,no,yes,yes,sometimes,Medium,no,yes,no,not sure,no,no,not sure,very difficult,yes,yes,no,yes,no,not sure,no,no
935,26,male,united states of america,Washington,no,yes,yes,sometimes,Big,no,yes,not sure,not sure,no,yes,yes,very difficult,not sure,no,yes,yes,yes,yes,no,yes
936,38,male,united kingdom,NA,yes,yes,yes,rarely,Small,yes,no,no,no,no,no,yes,very difficult,not sure,no,no,no,no,no,no,no
937,42,male,united states of america,Texas,no,no,yes,often,Small,no,yes,not sure,no,no,not sure,not sure,not sure,yes,not sure,no,no,no,not sure,not sure,no
938,33,male,netherlands,NA,no,yes,yes,NA,Small,no,yes,not sure,no,no,not sure,not sure,not sure,no,no,yes,yes,not sure,not sure,yes,yes
939,32,male,united states of america,Washington,no,no,yes,rarely,Big,no,yes,yes,yes,yes,yes,yes,somewhat easy,not sure,no,yes,yes,no,no,not sure,no
940,44,male,united states of america,Washington,no,yes,yes,sometimes,Small,yes,yes,yes,yes,yes,yes,yes,somewhat difficult,not sure,not sure,yes,yes,no,not sure,no,no
941,28,male,united states of america,Washington,no,yes,yes,rarely,Big,no,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,no,yes,no,no,no,no,no
